,level_0,index,GaiaEDR3,RA_ICRS,DE_ICRS,Plx,Pwd,PM,pmRA,pmDE,Gmag,BPmag,RPmag,TeffH,e_TeffH,loggH,e_loggH,MassH,TeffHe,e_TeffHe,loggHe,e_loggHe,MassHe,Teffmix,e_Teffmix,loggmix,e_loggmix,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,SDSS12,umag,gmag,rmag,imag,zmag,recno,spectype,l,b
6961,45888,295339,5169373404256201472,48.27436879274,-7.13058919426,7.079,0.999783,56.601,25.525,-50.518,16.644500732421875,16.583099365234375,16.793500900268555,17443.73,866.0,7.885494,0.078237,0.554914,17954.25,1157.52,8.014483,0.107575,0.602806,17887.46,1179.4,8.018128,0.108183,141.096542,139.366562,143.121109,141.66452,139.455353,143.348022,J031305.81-070749.4,16.64299964904785,16.475000381469727,16.809999465942383,17.09600067138672,17.368000030517578,68017,DA,188.74463442997376,-50.924141568339756
6962,45917,295633,5181544620018597120,48.73347339642,-6.27018634661,6.7077,0.996676,25.238,-25.232,-0.548,18.179800033569336,18.21299934387207,18.25160026550293,11399.83,782.86,8.313136,0.141507,0.79997,10775.09,663.33,8.152291,0.150531,0.675583,10464.28,727.33,8.075713,0.187409,150.346207,146.076874,154.000305,148.940338,145.081497,153.182388,J031456.06-061612.7,18.55299949645996,18.108999252319336,18.277000427246094,18.354000091552734,18.687000274658203,68507,DA,188.0571879602377,-50.05412717921054
6963,45919,295654,5169403022350655488,48.76922274279,-6.9576830396,2.8388,0.997112,40.974,25.937,-31.72,17.916900634765625,17.883100509643555,18.00309944152832,15981.59,1254.47,7.293091,0.141957,0.351502,16067.54,1330.93,7.394207,0.162364,0.380856,15974.96,1355.86,7.395873,0.164707,348.835052,335.940338,362.621094,341.71225,325.040253,362.838318,J031504.58-065727.2,17.944000244140625,17.75200080871582,17.999000549316406,18.2450008392334,18.44499969482422,68540,DA,188.96620552593137,-50.422766079700246
6964,45925,295693,235840781689958016,48.8502027633,39.81004569659,3.4268,0.999064,30.566,14.54,-26.887,18.82819938659668,18.849700927734375,19.041000366210938,19737.86,4055.45,8.305326,0.318026,0.808402,20737.04,5729.02,8.44875,0.357637,0.879274,20686.76,5807.25,8.452173,0.361718,295.77713,277.442291,313.217072,303.908997,282.93396,325.606049,J031524.03+394836.5,18.90999984741211,18.66900062561035,18.996000289916992,19.13800048828125,19.576000213623047,68608,DA,150.81420069054874,-15.142415783838905
6965,45926,295723,5167501000378511360,48.89632473343,-8.46614114968,6.2514,0.928879,72.615,14.376,-71.178,17.243799209594727,17.342899322509766,17.1427001953125,9376.65,311.76,7.220825,0.100285,0.2947,9327.18,351.1,7.185673,0.094241,0.285732,8869.47,356.41,7.041192,0.103982,159.721542,156.750549,162.132278,159.243362,156.352142,162.156693,J031535.10-082757.0,17.767000198364258,17.27400016784668,17.336000442504883,17.42300033569336,17.569000244140625,68653,DA,191.05230303649128,-51.16625413976026
6966,45933,295829,3266218278083070848,49.0632473199,0.78779696822,8.7381,0.994143,68.187,67.223,11.425,18.828699111938477,19.029800415039062,18.5762996673584,7325.95,592.78,8.173932,0.230805,0.700779,7185.37,572.81,8.109383,0.243823,0.642245,6919.42,450.44,7.96407,0.236644,115.22509,111.934654,118.187782,116.43058,113.012001,120.258553,J031615.12+004715.8,19.591999053955078,19.042999267578125,18.841999053955078,18.78499984741211,18.847999572753906,68838,DC,180.16433306580115,-45.38263140695673
6967,45941,295900,3265755933443626368,49.15750318945,-0.55305839625,8.0567,0.990542,13.584,-13.138,-3.453,18.933300018310547,19.221200942993164,18.664899826049805,7149.74,538.48,8.064653,0.252606,0.631397,7010.26,530.67,7.995737,0.250065,0.571752,6780.66,428.33,7.842727,0.2429,124.308914,118.98085,128.946686,126.809105,121.93074,141.589935,J031637.81-003310.9,19.625,19.117000579833984,18.952999114990234,18.906999588012695,18.950000762939453,68945,DA,181.70435820251856,-46.19109950145482
6968,45953,295934,3143095722559872,49.19294992077,4.7649493051,6.8322,0.999769,39.905,39.54,-5.389,16.71969985961914,16.655899047851562,16.858999252319336,18068.22,959.56,7.898754,0.079584,0.56351,18437.5,1259.99,8.019755,0.105456,0.606639,18380.65,1283.9,8.023735,0.106104,146.338043,144.639267,147.988663,146.134186,144.662567,147.721939,J031646.27+044553.9,16.687999725341797,16.520999908447266,16.851999282836914,17.125999450683594,17.507999420166016,68988,DA,176.23847043423987,-42.578752952305
6969,45962,296015,3250362530184064,49.32513405589,5.04496230079,6.686,0.994516,42.656,11.664,-41.03,17.70170021057129,17.769800186157227,17.685800552368164,10855.56,447.96,7.877361,0.106055,0.533349,10626.34,457.56,7.779638,0.085257,0.480764,10291.47,524.57,7.705839,0.10347,149.046158,146.882141,151.54184,149.244766,147.009247,151.721619,J031718.02+050242.3,18.069000244140625,17.658000946044922,17.7810001373291,17.972000122070312,18.204999923706055,69113,DA,176.09163707536607,-42.288911821984
6970,45973,296159,3266161721953702144,49.50975462077,0.74436824586,3.0185,0.999319,6.494,-3.89,-5.2,18.479799270629883,18.474000930786133,18.609100341796875,17294.99,1926.67,7.750532,0.195403,0.48697,16982.31,2442.51,7.806188,0.264923,0.488746,16914.85,2510.34,7.810752,0.268571,335.167389,317.444183,352.180939,330.909027,314.948669,342.57135,J031802.34+004439.7,18.496999740600586,18.31800079345703,18.621000289916992,18.871000289916992,19.104999542236328,69327,DA,180.6296460016669,-45.07631523898389
6971,45976,296181,3268703483599047296,49.53347273622,2.20712443108,19.1085,0.997449,140.829,136.268,-35.549,17.614599227905273,17.784500122070312,17.296300888061523,7171.75,238.5,8.446084,0.078446,0.879726,7042.0,237.63,8.387883,0.085224,0.825947,6816.57,181.58,8.26479,0.089744,52.2989235,51.9658318,52.6473083,52.3100433,51.9565315,52.5910416,J031807.93+021225.9,18.25,17.764999389648438,17.648000717163086,17.625,17.674999237060547,69364,DA,179.11936897302712,-44.084752234518504
6972,45982,296290,3266140045253880576,49.69622000091,0.50804799016,6.2098,0.994987,49.42,-4.24,-49.238,17.88520050048828,17.935400009155273,17.856599807739258,11287.02,606.4,7.974521,0.116759,0.589111,11332.91,655.46,7.898607,0.121038,0.525545,11041.54,715.17,7.837403,0.141991,160.225128,157.801971,162.76152,159.097717,156.530975,162.528107,J031847.09+003029.5,18.2450008392334,17.777999877929688,17.98699951171875,18.152000427246094,18.336999893188477,69546,DA,181.055471221688,-45.09093376051615
6973,46009,296600,16166875377576064,50.11228523855,11.22400795822,10.3882,0.997722,81.183,56.463,-58.332,18.87579917907715,19.009199142456055,18.55270004272461,7466.55,1039.74,8.47307,0.328695,0.897998,7334.46,1006.9,8.418632,0.346142,0.846931,7047.97,870.0,8.29926,0.368214,96.9778748,94.7028503,99.1019745,97.3668213,94.8630142,100.114746,J032026.89+111327.1,19.760000228881836,19.131999969482422,18.898000717163086,18.78499984741211,18.854000091552734,70026,DA,171.21987371864003,-37.30815052259646
6974,46013,296651,3269141432824402048,50.19609808083,2.9919915168,5.6311,0.995617,37.187,35.808,10.032,18.81100082397461,18.856399536132812,18.913799285888672,12285.27,1066.99,8.528912,0.15504,0.941267,11459.37,856.07,8.377698,0.170686,0.824139,11186.63,953.62,8.331731,0.206908,178.033279,171.460999,185.748779,181.36055,171.598007,190.003754,J032047.03+025930.9,19.08099937438965,18.743000030517578,18.8799991607666,19.07200050354004,19.308000564575195,70108,DA,178.93343678754587,-43.06689369643841
6975,46014,296657,3268745544214327040,50.20365720679,2.67246142544,4.3298,0.998369,6.104,-5.959,1.32,18.42329978942871,18.37649917602539,18.506500244140625,16683.63,3491.82,8.229447,0.285477,0.75549,16452.67,4207.57,8.278321,0.439343,0.764146,16357.22,4311.74,8.280576,0.44925,231.406586,224.46463,239.313812,247.183609,241.242752,254.792252,J032048.87+024020.7,18.54599952697754,18.29199981689453,18.565000534057617,18.797000885009766,19.07699966430664,70117,DA,179.26469392720094,-43.276158314303494
6976,46015,296674,3269547908529170304,50.22907504274,4.00644268777,4.9583,0.996185,37.329,37.327,0.358,18.121400833129883,18.125499725341797,18.109899520874023,13205.1,1022.44,7.940656,0.124474,0.574575,12565.08,815.6,7.844517,0.134459,0.499143,12443.36,880.72,7.831834,0.149521,201.880844,196.733322,206.880768,197.848404,193.460327,204.315826,J032054.94+040023.2,18.395000457763672,18.010000228881836,18.20800018310547,18.426000595092773,18.655000686645508,70141,DA,177.94917104308368,-42.35473523916194
6977,46025,296820,3269178575702009088,50.40564257162,3.277272759,4.6733,0.992659,34.361,32.692,-10.579,18.826900482177734,18.85140037536621,18.70800018310547,10345.57,924.64,7.986273,0.264035,0.593318,10362.02,1044.48,7.913624,0.25768,0.531629,9979.54,1170.63,7.801175,0.315324,211.851089,200.988907,223.219681,249.959869,243.202499,258.239288,J032137.32+031638.1,19.165000915527344,18.80699920654297,18.898000717163086,19.03499984741211,19.319000244140625,70348,DA,178.83839990426213,-42.720028921958225
6978,46032,296868,3267488317092481792,50.46090077836,0.88650560162,8.8202,0.988042,89.009,36.705,-81.088,17.908000946044922,18.036699295043945,17.72610092163086,8489.38,412.78,7.907944,0.152058,0.542951,8295.42,399.95,7.825637,0.12831,0.478766,7910.95,360.25,7.697748,0.109896,113.010155,110.869301,115.26944,113.696182,111.504097,115.293007,J032150.58+005312.4,18.336999893188477,17.97100067138672,17.96299934387207,18.040000915527344,18.163000106811523,70419,DA,181.3551043461315,-44.264806338916365
6979,46046,296953,5169997922565331968,50.5649962094,-5.78535753027,3.5962,0.999586,8.622,1.202,8.538,17.767099380493164,17.680400848388672,17.97719955444336,23644.23,2883.73,7.991961,0.196536,0.627476,27781.3,4058.34,8.104417,0.171012,0.6712,27813.3,4087.43,8.111441,0.171276,280.888062,270.236816,288.721466,277.168091,266.942322,290.845062,J032215.59-054707.4,17.62299919128418,17.586000442504883,17.940000534057617,18.238000869750977,18.420000076293945,70540,DA,189.06630153868875,-48.288505619498544
6980,46057,297120,3264361477821627904,50.76223712472,0.09989555857,6.4805,0.996036,80.362,80.334,-2.137,17.535600662231445,17.533599853515625,17.582599639892578,12523.46,839.76,7.944119,0.087558,0.574825,11874.29,570.3,7.803237,0.088271,0.476441,11665.22,663.05,7.794668,0.106782,153.866425,151.756317,155.748474,153.771759,151.35817,156.715149,J032302.87+000559.6,17.84000015258789,17.43600082397461,17.660999298095703,17.882999420166016,18.202999114990234,70784,DA,182.4676834249856,-44.543696058068896
6981,46062,297168,3275626970880400896,50.83476946888,4.93889411008,3.6237,0.983336,56.171,16.83,-53.591,18.7549991607666,18.856599807739258,18.747600555419922,11282.63,1136.89,7.671206,0.238367,0.445436,11131.15,1150.1,7.606129,0.242734,0.423651,10837.78,1220.03,7.54983,0.291185,284.134705,261.709656,307.198822,267.386414,256.529541,277.279602,J032320.33+045620.4,19.343000411987305,18.742000579833984,18.825000762939453,18.97599983215332,19.152000427246094,70869,DA,177.5899750676259,-41.27657356090603
6982,46070,297264,9226689263787904,51.00102726478,5.92681627957,4.1354,0.98786,13.567,9.026,-10.129,18.666400909423828,18.7273006439209,18.616500854492188,11701.28,1510.04,7.85113,0.241152,0.521751,11736.75,1501.49,7.775541,0.266584,0.462291,11504.17,1748.82,7.768221,0.333667,243.219193,233.700668,255.586334,229.087189,221.050583,246.123306,J032400.23+055536.5,19.113000869750977,18.599000930786133,18.743000030517578,18.90399932861328,19.052000045776367,71027,DA,176.7924856551584,-40.4766995186896
6983,46076,297278,5169733318219971968,51.01796136769,-6.29914019217,11.0633,0.991997,17.224,1.621,-17.148,18.05780029296875,18.225500106811523,17.762500762939453,7387.92,246.99,8.02118,0.102902,0.605558,7253.33,239.62,7.955999,0.108717,0.548747,6970.54,195.73,7.798286,0.087997,90.1394501,88.9905167,91.1886368,90.5373688,89.2164688,91.5530167,J032404.31-061756.6,18.770000457763672,18.250999450683594,18.073999404907227,18.083999633789062,18.089000701904297,71043,DA,190.08586401113428,-48.21127617419872
6984,46080,297350,55783726731081984,51.10762451235,17.63728578948,12.1613,0.997491,68.426,67.759,-9.534,16.67690086364746,16.660400390625,16.68400001525879,12569.11,410.51,8.305266,0.042796,0.796961,12381.03,363.17,8.235962,0.054266,0.731766,12230.91,400.64,8.21899,0.063563,82.0443649,81.5072937,82.4511948,82.3653183,81.7216492,83.0737991,J032425.77+173814.3,16.645999908447266,16.606000900268555,16.80299949645996,16.98699951171875,17.152999877929688,71149,DC,166.93214316762214,-31.86551870785896
6985,46083,297364,3269510559494062208,51.12803470609,4.01524465178,3.784,0.9986,22.957,22.957,0.087,18.582700729370117,18.574800491333008,18.689599990844727,16964.82,3022.91,8.132348,0.287378,0.69552,15869.15,3319.98,8.108754,0.399029,0.655943,15778.73,3403.75,8.111568,0.40977,263.206421,245.814255,279.999786,283.062317,271.117889,310.339264,J032430.71+040054.8,18.753999710083008,18.451000213623047,18.698999404907227,18.937000274658203,19.11199951171875,71172,DA,178.7595441301405,-41.69001759116409
6986,46085,297405,3262769556783155584,51.17949994525,-0.49879887443,8.1418,0.986677,75.099,67.099,33.728,18.322500228881836,18.453800201416016,18.065399169921875,7936.61,442.39,7.909197,0.174156,0.54194,7796.11,440.2,7.843714,0.163127,0.487081,7466.12,410.2,7.723156,0.139447,122.019432,118.623055,125.38166,129.823013,125.80143,135.323883,J032443.02-002955.9,18.882999420166016,18.440000534057617,18.354999542236328,18.365999221801758,18.479999542236328,71235,DA,183.48871501724855,-44.60312994912006
6987,46089,297486,3262517837340737152,51.29520726735,-1.18737717211,9.5615,0.984807,19.634,3.694,-19.284,17.11709976196289,17.092199325561523,16.900699615478516,8968.51,417.28,7.635903,0.113315,0.426027,8981.23,454.33,7.631899,0.108731,0.424651,8526.76,434.34,7.470585,0.125662,104.218842,103.318504,105.084717,104.425774,103.513313,105.414207,J032510.84-011114.3,17.506999969482422,17.054000854492188,17.216999053955078,17.34600067138672,17.56599998474121,71360,DA,184.34604779573772,-44.94536848545297
6988,46095,297503,54993654611672704,51.31941710528,17.01793870921,10.4733,0.9939,76.734,76.043,-10.275,18.263500213623047,18.393600463867188,18.103300094604492,8924.45,513.04,8.480727,0.131475,0.905229,8664.41,476.21,8.406116,0.130468,0.839962,8297.93,442.44,8.274199,0.136878,95.4606552,94.0446167,97.1227798,96.0335312,94.6498947,98.0412598,J032516.59+170104.6,19.155000686645508,18.336000442504883,18.31399917602539,18.354999542236328,18.466999053955078,71385,DC,167.58904373936195,-32.203694491400796
6989,46106,297693,3264383124456893184,51.58105629448,0.30461553355,6.6594,0.991702,48.589,2.523,-48.523,17.511600494384766,17.520000457763672,17.556299209594727,13025.21,853.18,8.01092,0.090025,0.614454,12867.59,711.89,7.970337,0.120473,0.568719,12755.44,749.61,7.962062,0.13172,150.585449,147.854874,153.228729,153.272858,150.538116,156.605621,J032619.45+001817.1,17.792999267578125,17.410999298095703,17.625999450683594,17.839000701904297,18.069000244140625,71695,DA,182.97768033404563,-43.78308559285388
6990,46111,297721,3267543636270719104,51.6165235262,1.06781704853,4.1782,0.995187,13.955,4.406,-13.242,18.843000411987305,18.931800842285156,18.8572998046875,11118.63,866.43,7.948469,0.217567,0.573698,10721.89,806.31,7.792138,0.200981,0.468082,10401.87,907.14,7.746983,0.240255,232.574844,221.923309,246.201233,239.918671,228.219116,259.672119,J032627.96+010404.3,19.246999740600586,18.83300018310547,18.933000564575195,19.079999923706055,19.270999908447266,71735,DA,182.20046585656496,-43.26716812791965
6991,46117,297752,5168944835239726080,51.66686481743,-6.60178668184,13.3168,0.999326,89.298,52.972,-71.889,15.763899803161621,15.724300384521484,15.871800422668457,15145.89,292.5,8.051509,0.027559,0.643126,14846.05,290.57,8.066518,0.03544,0.628672,14742.03,284.93,8.066796,0.035323,74.8473358,74.5907288,75.1243362,74.8829269,74.6272659,75.1165924,J032639.99-063605.2,15.883999824523926,15.630000114440918,15.89900016784668,16.148000717163086,16.4060001373291,71793,DA,191.0010879261936,-47.84692822835269
6992,46119,297805,9592517397869696,51.7446734581,6.25765904408,5.0666,0.997452,19.578,19.486,1.894,18.215099334716797,18.25200080871582,18.30500030517578,14175.77,2301.89,8.094373,0.240986,0.666798,13392.58,1978.72,8.02231,0.283092,0.599894,13300.31,2013.84,8.020016,0.296092,196.06778,189.387924,202.950104,197.222549,190.828308,205.923981,J032658.71+061527.5,18.541000366210938,18.134000778198242,18.305999755859375,18.49799919128418,18.770999908447266,71876,DA,177.14549650028476,-39.71294908307232
6993,46133,297889,3264424149983975680,51.8647118491,0.21445410232,5.5225,0.996466,36.725,8.446,-35.74,17.887100219726562,17.902700424194336,17.889999389648438,12181.85,837.49,7.882151,0.126091,0.539666,11907.53,692.65,7.778624,0.125838,0.464205,11700.78,805.67,7.776346,0.14965,181.375854,176.588013,187.43602,189.499039,185.28035,193.484818,J032727.52+001252.4,18.268999099731445,17.816999435424805,17.969999313354492,18.16699981689453,18.40999984741211,72007,DA,183.3231939839945,-43.62123664243275
6994,46148,297968,5168947721457740288,51.98250274029,-6.60181751887,15.5124,0.993542,47.381,13.19,-45.508,17.406099319458008,17.56909942626953,17.151899337768555,7582.81,209.52,8.150304,0.075335,0.686257,7433.29,199.59,8.085227,0.078601,0.627422,7128.68,182.41,7.937331,0.081126,64.3040085,63.7319145,64.7177887,64.3832169,63.9449768,64.8319702,J032755.78-063605.8,18.018999099731445,17.55900001525879,17.45400047302246,17.43400001525879,17.510000228881836,72137,DA,191.2597751144108,-47.5861232747487
6995,46159,298267,3275734280638754688,52.42841672617,5.63206460064,6.3761,0.999779,56.568,36.803,-42.959,17.003000259399414,16.961700439453125,17.13920021057129,17186.34,1043.26,7.916228,0.092102,0.570753,17188.12,1375.91,8.000111,0.138836,0.593272,17119.64,1409.1,8.004364,0.140216,156.844711,154.683411,158.608887,157.278946,155.52948,159.091232,J032942.79+053755.8,17.027999877929688,16.83799934387207,17.145000457763672,17.426000595092773,17.695999145507812,72603,DA,178.34259600091184,-39.64232600335577
6996,46182,298502,3264139140249398912,52.76215635366,-0.30803247295,3.163,0.998682,108.406,104.547,-28.667,18.640100479125977,18.646499633789062,18.74880027770996,16514.9,3818.57,7.863768,0.363982,0.541154,16071.25,4420.55,7.891306,0.524791,0.53085,15991.06,4540.13,7.895319,0.538815,319.474945,299.165314,343.299164,339.201965,304.447998,355.212616,J033102.82-001828.5,18.784000396728516,18.493000030517578,18.7450008392334,18.974000930786133,19.177000045776367,72981,DA,184.658792290848,-43.249978429043786
6997,46199,298684,3263255957534841344,53.00190780077,-0.96468364355,5.3878,0.999417,36.337,-27.834,-23.36,17.22010040283203,17.18269920349121,17.32360076904297,16047.72,905.18,7.716966,0.081786,0.467753,16207.26,1049.21,7.796603,0.105011,0.48237,16113.48,1071.31,7.799184,0.107275,184.556656,182.041656,187.757065,184.27948,180.831375,187.637207,J033200.47-005752.5,17.326000213623047,17.054000854492188,17.3799991607666,17.628000259399414,17.871999740600586,73254,DA,185.5730882308097,-43.46621815145297
6998,46210,298707,3274640915108790144,53.03024857751,4.31034527089,5.3177,0.999745,17.475,17.286,2.569,17.2101993560791,17.14859962463379,17.359500885009766,20081.96,1211.24,7.955916,0.093514,0.599318,21125.09,1600.24,8.100919,0.091092,0.658791,21125.44,1620.27,8.107138,0.09147,188.758408,185.686966,191.536316,187.279556,184.581833,189.80899,J033207.24+041837.1,17.159000396728516,17.024999618530273,17.361000061035156,17.6200008392334,17.93199920654297,73291,DA,180.14504696544407,-40.08082725392021
6999,46214,298716,3264871552432918784,53.03855161587,1.12261093305,6.4151,0.999546,54.382,-6.656,-53.973,17.16320037841797,17.125200271606445,17.26490020751953,15397.48,1114.05,7.912828,0.107244,0.564621,14961.75,1083.5,7.913883,0.139223,0.541019,14860.32,1063.7,7.914638,0.138785,155.387909,153.441132,157.161957,155.692734,153.314117,157.428482,J033209.25+010721.9,17.358999252319336,17.152000427246094,17.48200035095215,17.770000457763672,18.179000854492188,73302,DA,183.37803126386612,-42.13772130800541
7000,46219,298795,3263351198434024576,53.15239257067,-0.82187909568,5.5103,0.992449,39.827,-32.949,-22.373,18.210800170898438,18.28459930419922,18.166200637817383,10813.53,609.07,7.919496,0.160373,0.556455,10683.85,650.73,7.809467,0.145818,0.476775,10352.42,735.98,7.757573,0.175038,181.270584,176.13504,187.722305,180.592178,174.804779,185.976013,J033236.60-004918.4,18.57200050354004,18.170000076293945,18.256999969482422,18.422000885009766,18.634000778198242,73428,DA,185.54460243824377,-43.259809818931764
7001,46222,298796,3263351202729621376,53.15347092315,-0.82702376634,5.7336,0.997978,40.299,-32.991,-23.144,15.838299751281738,15.708600044250488,16.10580062866211,30632.78,1324.14,7.775975,0.072752,0.54113,38113.53,1645.82,7.904816,0.060694,0.620297,38059.84,1640.42,7.910469,0.060614,173.471832,172.044083,175.192062,173.672195,171.823685,175.399918,J033236.86-004936.9,15.282999992370605,15.590999603271484,16.052000045776367,16.4060001373291,16.759000778198242,73429,DA,185.55109294489597,-43.262109614222965
7002,46226,298836,56621554593127808,53.21938433229,18.10627528221,11.417,0.994972,91.366,21.627,-88.769,17.29439926147461,17.329599380493164,17.235700607299805,10965.04,353.96,8.405246,0.06384,0.859273,10737.26,365.09,8.312051,0.067466,0.779668,10415.94,400.57,8.237451,0.086225,87.4650574,86.6700058,88.1580505,87.5114746,86.6815338,88.2140961,J033252.64+180623.4,17.400999069213867,17.26099967956543,17.38800048828125,17.54599952697754,17.697999954223633,73502,DC,168.33868475881644,-30.19013183163362
7003,46229,298897,5168635009183045248,53.29348076959,-7.14640248082,4.1398,0.940313,20.695,5.05,-20.07,18.695100784301758,18.821399688720703,18.543699264526367,9107.14,380.02,7.484031,0.167341,0.374691,9004.05,406.48,7.448176,0.16388,0.362162,8554.71,394.58,7.274842,0.174549,243.340439,232.073593,254.352219,228.92688,222.62587,243.60321,J033310.43-070846.6,19.273000717163086,18.743999481201172,18.773000717163086,18.822999954223633,18.90399932861328,73589,DA,192.9766379315641,-46.79273057274051
7004,46239,299098,3247203843684374912,53.5828210031,-6.42341902315,3.3747,0.997992,42.149,42.04,-3.03,18.84600067138672,18.858299255371094,18.93709945678711,14862.19,2637.07,8.022911,0.302602,0.625649,14742.65,2652.91,8.044702,0.359429,0.615432,14641.83,2597.52,8.045166,0.358282,299.79541,282.860382,318.997986,306.182831,286.015778,320.284851,J033419.82-062524.2,19.18199920654297,18.75,18.94499969482422,19.104000091552734,19.316999435424805,73921,DA,192.31995757973934,-46.1596789306234
7005,46262,299528,3263732935127346944,54.20157741516,-0.10956214202,7.0818,0.992404,39.789,39.101,-7.366,17.92620086669922,18.004499435424805,17.831600189208984,9836.84,557.26,7.936513,0.162802,0.563133,9620.75,569.88,7.823692,0.134289,0.481275,9195.73,592.39,7.72091,0.149595,140.83989,137.857819,144.131088,141.607101,139.154846,144.893356,J033648.34-000634.3,18.350000381469727,17.899999618530273,18.007999420166016,18.14699935913086,18.320999145507812,74585,DA,185.65219443321232,-41.9941750530206
7006,46282,299835,3243842361760113408,54.61220749425,-7.53248547316,9.3929,0.999358,124.973,78.891,-96.925,16.49209976196289,16.466999053955078,16.598100662231445,14928.03,426.92,8.007641,0.043904,0.616902,14816.34,429.39,8.034929,0.055703,0.609749,14713.35,420.61,8.035273,0.055489,106.399948,105.760025,106.975906,106.322525,105.629921,106.950607,J033826.84-073155.2,16.638999938964844,16.344999313354492,16.62700080871582,16.88800048828125,17.121000289916992,75061,DA,194.456666446364,-45.88948829607816
7007,46289,299931,3274761620869767168,54.73455857163,4.16196146343,14.5411,0.990841,157.041,133.333,-82.971,16.632400512695312,16.725500106811523,16.466999053955078,8909.52,142.41,7.902243,0.048559,0.541037,8723.27,139.08,7.818257,0.031556,0.476033,8302.1,129.82,7.69089,0.040111,68.6759415,68.2706299,69.0558701,68.5020294,68.0825424,68.9015198,J033856.19+040943.9,17.111000061035156,16.67799949645996,16.68899917602539,16.74799919128418,16.884000778198242,75199,DA,181.7299554679673,-38.89136332139639
7008,46298,300122,12254267546754176,54.99402565256,9.81986369185,10.651,0.989794,14.379,12.555,7.01,16.536300659179688,16.53660011291504,16.591100692749023,13376.68,337.6,8.074788,0.035063,0.653236,13079.35,298.81,8.035122,0.047001,0.606977,12978.2,310.0,8.029976,0.050475,93.7372513,93.1216736,94.382782,93.6432495,92.9502029,94.2700577,J033958.55+094911.4,16.836000442504883,16.423999786376953,16.64299964904785,16.875,17.101999282836914,75486,DA,176.66610423452212,-34.92834741231438
7009,46299,300125,3263473931419780736,55.00384715194,-0.71601140783,5.4774,0.994428,89.749,81.323,-37.966,18.687400817871094,18.754600524902344,18.57819938659668,10200.35,589.9,8.118513,0.170071,0.672808,10101.82,633.24,8.035867,0.177623,0.602075,9700.84,678.18,7.913722,0.196624,182.434525,176.067551,189.852798,191.43721,185.888916,196.193512,J034000.85-004257.1,19.1560001373291,18.708999633789062,18.81599998474121,18.82200050354004,18.996999740600586,75495,DA,186.95258531465913,-41.72330816778297
7010,46311,300231,3243781201425852672,55.15916948421,-7.66966071902,8.5014,0.991461,45.443,43.969,11.481,18.663299560546875,18.871999740600586,18.393800735473633,7223.64,345.4,7.98755,0.158989,0.584979,7088.9,336.45,7.919706,0.14981,0.527465,6837.8,264.78,7.796439,0.139295,117.93116,115.610817,120.832809,117.015907,114.52211,119.852173,J034038.15-074010.8,19.3700008392334,18.86400032043457,18.69099998474121,18.660999298095703,18.768999099731445,75672,DA,195.02927598407575,-45.49861279417394
7011,46313,300233,3263484003117848832,55.16200263907,-0.49643726564,19.9726,0.994312,187.86,124.542,-140.644,17.044300079345703,17.226699829101562,16.735300064086914,7232.15,97.4,8.163497,0.037244,0.693849,7099.58,95.89,8.100289,0.040022,0.636339,6855.38,74.54,7.955769,0.042276,49.9760666,49.8244438,50.1659584,49.9662018,49.7751312,50.1474648,J034038.78-002945.5,17.777000427246094,17.222999572753906,17.07200050354004,17.047000885009766,17.08099937438965,75674,DA,186.8447354463507,-41.46501070093261
7012,46319,300255,3269972251298286848,55.18383777247,1.1061180074,4.6959,0.995806,10.09,7.012,7.255,18.306400299072266,18.34670066833496,18.3075008392334,12177.48,915.34,7.895087,0.130736,0.546692,11932.51,768.78,7.795605,0.134558,0.472725,11727.34,893.4,7.789811,0.161263,212.514099,205.8293,219.77565,210.646378,205.338684,216.173981,J034044.11+010621.9,18.749000549316406,18.23699951171875,18.39299964904785,18.58099937438965,18.749000549316406,75702,DA,185.17802081061927,-40.47250801985105
7013,46338,300465,3244673691333998976,55.47112662846,-5.81850552396,2.7267,0.999449,61.32,36.611,-49.192,18.385700225830078,18.318700790405273,18.562999725341797,23249.06,3991.04,7.941258,0.308328,0.598996,26251.21,6579.94,8.02533,0.281482,0.623132,26268.94,6609.9,8.032162,0.281888,374.3591,351.242798,408.626923,379.434204,363.167786,391.56131,J034153.03-054905.8,18.135000228881836,18.23900032043457,18.56100082397461,18.834999084472656,19.104999542236328,76018,DB,193.0458711474746,-44.25453602391338
7014,46351,300586,3263696071424152704,55.6248546391,0.40481626044,7.6785,0.998388,27.523,-4.369,-27.174,16.5669002532959,16.541000366210938,16.579099655151367,12389.43,350.66,7.534829,0.036156,0.405558,12596.11,331.68,7.563215,0.046923,0.415178,12479.6,358.31,7.553384,0.052691,129.817398,128.910477,130.769135,129.47139,128.684235,130.424957,J034229.96+002417.5,16.6200008392334,16.46299934387207,16.695999145507812,16.910999298095703,17.163999557495117,76184,DA,186.26264442435885,-40.55201767219497
